layer,head,mean_importance,std_importance,samples,baseline_mean
0,0,0.03908157645564947,0.0030853326191342617,478,0.14609121816489987
0,1,-0.014392855994122796,0.002101436371052085,478,0.14609121816489987
0,2,0.005127047083367862,0.0002904174545155909,478,0.14609121816489987
0,3,0.006172289339256586,0.0015316343043774274,478,0.14609121816489987
0,4,-0.0020819848956672715,0.00043908348243909925,478,0.14609121816489987
0,5,0.015327478708333052,0.0024136252109151165,478,0.14609121816489987
0,6,-0.007822031957958532,0.003079772018460086,478,0.14609121816489987
0,7,0.007487719122585393,0.015413248285684588,478,0.14609121816489987
0,8,0.01057377300969477,0.0016691508207067442,478,0.14609121816489987
0,9,0.026706669986185667,0.00236309261508134,478,0.14609121816489987
0,10,-0.01996172704270195,0.010398587542891111,478,0.14609121816489987
0,11,0.00890266476783543,0.005235049384955366,478,0.14609121816489987
0,12,0.09910232693377773,0.00428986972258592,478,0.14609121816489987
0,13,-0.007964109261539691,0.0068916622015127715,478,0.14609121816489987
0,14,0.023518326844256292,0.006333990069172705,478,0.14609121816489987
0,15,-0.020646503296482013,0.0035120654410194917,478,0.14609121816489987
0,16,0.03911512185698648,0.001541117317044576,478,0.14609121816489987
0,17,0.013886551844213299,0.01002146230237406,478,0.14609121816489987
0,18,-0.0059194726300538835,0.0006308589590678887,478,0.14609121816489987
0,19,0.005048214056564176,0.0013044650851981535,478,0.14609121816489987
0,20,0.0024878136564248777,0.000560353722811519,478,0.14609121816489987
0,21,0.045059502900239065,0.015093473474505993,478,0.14609121816489987
0,22,-0.017112138256368276,0.0017315416541195706,478,0.14609121816489987
0,23,-0.024425613799105128,0.0018343187934316768,478,0.14609121816489987
1,0,0.02484703874488256,0.003490122142096476,478,-0.2798934538837008
1,1,0.003014847402418009,0.0004571159378072111,478,-0.2798934538837008
1,2,-0.013089078084943683,0.0013431611454672206,478,-0.2798934538837008
1,3,0.0032389058914643453,0.0003016924065185029,478,-0.2798934538837008
1,4,0.0013889807069900147,0.0004995627901005169,478,-0.2798934538837008
1,5,-0.024180047276379173,0.0031797281234255555,478,-0.2798934538837008
1,6,0.007353544905470006,0.011196331647499502,478,-0.2798934538837008
1,7,-0.030472023373617787,0.0034757266408851424,478,-0.2798934538837008
1,8,0.0028139958197102885,0.003100354467181054,478,-0.2798934538837008
1,9,-0.06231920615181514,0.012047484808713642,478,-0.2798934538837008
1,10,0.002740247276412892,0.0009051079560737497,478,-0.2798934538837008
1,11,0.0019835576446235927,0.0026454593910867096,478,-0.2798934538837008
1,12,0.008624753365332112,0.0002654775173120628,478,-0.2798934538837008
1,13,0.01662950619868155,0.00046506641501456843,478,-0.2798934538837008
1,14,0.00861317591125995,0.0013287403457010773,478,-0.2798934538837008
1,15,0.005202054057784659,0.0012946650149714522,478,-0.2798934538837008
1,16,0.01606091353496747,0.0008339636412676898,478,-0.2798934538837008
1,17,0.012824170244662831,0.0013863646883281924,478,-0.2798934538837008
1,18,-0.0013544900054462785,0.0005350502350418472,478,-0.2798934538837008
1,19,0.01424275312151869,0.0002621750857939765,478,-0.2798934538837008
1,20,0.0044283440422313485,0.0008764071337525837,478,-0.2798934538837008
1,21,-0.0480969327357773,0.05701152273272559,478,-0.2798934538837008
1,22,0.005537957093331604,0.0027023104938933688,478,-0.2798934538837008
1,23,-0.035039954425213723,0.016398445265246777,478,-0.2798934538837008
2,0,0.0014277096042822595,0.0007959441535078773,478,-0.2598470667197864
2,1,-0.002173465820785347,0.0008370065556836876,478,-0.2598470667197864
2,2,0.0006215275113303292,0.0010648933185642099,478,-0.2598470667197864
2,3,-0.016846559458571997,0.013527677538439267,478,-0.2598470667197864
2,4,0.09869994022045674,0.007259370825050964,478,-0.2598470667197864
2,5,-0.004811008838804197,0.003236199934640223,478,-0.2598470667197864
2,6,0.0014841608297874738,0.0009464905677419041,478,-0.2598470667197864
2,7,0.0024847048938773167,0.0010647972152364093,478,-0.2598470667197864
2,8,0.005508116582821603,0.00263831656969493,478,-0.2598470667197864
2,9,0.00037200610196241277,0.0020999629608722124,478,-0.2598470667197864
2,10,0.0046300684651320945,0.0030797140866260183,478,-0.2598470667197864
2,11,-0.0731421037417326,0.0060436404960855245,478,-0.2598470667197864
2,12,0.002747707162442068,0.001183770396493934,478,-0.2598470667197864
2,13,0.004741441645507534,0.0014876033126797498,478,-0.2598470667197864
2,14,0.048148197655772565,0.03005083966265083,478,-0.2598470667197864
2,15,-0.006171238254054321,0.000739179707611315,478,-0.2598470667197864
2,16,-0.025429300589790902,0.002751074355661181,478,-0.2598470667197864
2,17,-0.042441459910390764,0.004028662563031731,478,-0.2598470667197864
2,18,0.0029580023716433775,0.003487897876553055,478,-0.2598470667197864
2,19,-0.004397575840915097,0.001596018513829325,478,-0.2598470667197864
2,20,0.0010786564030906645,0.0011672076459926346,478,-0.2598470667197864
2,21,-0.004989986841773388,0.0008775591257581748,478,-0.2598470667197864
2,22,0.0010894932102209355,0.002051533149702301,478,-0.2598470667197864
2,23,0.0009490556266766711,0.0012419765846554682,478,-0.2598470667197864
3,0,0.11451162209258918,0.019884582687473343,478,0.24720308844732689
3,1,0.1841915395874608,0.024045200169850334,478,0.24720308844732689
3,2,0.01604290473348925,0.011382951922672286,478,0.24720308844732689
3,3,-0.0030343648451516816,0.0018327344894509998,478,0.24720308844732689
3,4,-0.004913402393959057,0.0016729466469993322,478,0.24720308844732689
3,5,-0.016974710496960824,0.0014095064925614632,478,0.24720308844732689
3,6,0.015747557787777988,0.0015894240672931648,478,0.24720308844732689
3,7,0.01596093849594623,0.002647189143826694,478,0.24720308844732689
3,8,-0.004340138107101788,0.001444520030951334,478,0.24720308844732689
3,9,-0.01053457035367459,0.0018248057481264318,478,0.24720308844732689
3,10,-0.005735212820094999,0.003056893202259334,478,0.24720308844732689
3,11,0.0016330402095073436,0.00805287708254847,478,0.24720308844732689
3,12,0.016333064769694747,0.0005705599906453223,478,0.24720308844732689
3,13,0.00993037175496253,0.0005210047438682974,478,0.24720308844732689
3,14,-0.007844525159465219,0.0012852305263705338,478,0.24720308844732689
3,15,-0.08258689576798901,0.04089798267164101,478,0.24720308844732689
3,16,0.057391117576307084,0.05746782829241533,478,0.24720308844732689
3,17,0.025254239994549354,0.01223623551323246,478,0.24720308844732689
3,18,0.010914418963271205,0.0057966376989249755,478,0.24720308844732689
3,19,0.020348326369309524,0.004417571588797851,478,0.24720308844732689
3,20,0.024547760768415538,0.004454616343199491,478,0.24720308844732689
3,21,0.01108328479042113,0.004680668606631076,478,0.24720308844732689
3,22,0.03731830625027169,0.030768971418105116,478,0.24720308844732689
3,23,0.04134083653422205,0.023787357887811424,478,0.24720308844732689
4,0,0.06569685260122292,0.012965991783453966,478,1.3793297325218072
4,1,0.1258126240395103,0.08384916728003773,478,1.3793297325218072
4,2,0.007752948350986178,0.07210475160895621,478,1.3793297325218072
4,3,-0.006225574964259958,0.006613632461504815,478,1.3793297325218072
4,4,0.005971039937629859,0.00598001446019404,478,1.3793297325218072
4,5,0.017294242666356235,0.01211465642723735,478,1.3793297325218072
4,6,0.015785092900986453,0.00812333739229808,478,1.3793297325218072
4,7,-0.0013508443178990896,0.013725542797342283,478,1.3793297325218072
4,8,-0.028584211191871677,0.00783026698374923,478,1.3793297325218072
4,9,0.015874677497472723,0.0027662600269693647,478,1.3793297325218072
4,10,0.008471215369811118,0.004079270018290149,478,1.3793297325218072
4,11,-0.005044893552568667,0.001284040608011292,478,1.3793297325218072
4,12,-0.02301649942557682,0.0012737113238641348,478,1.3793297325218072
4,13,-0.0027513255883460266,0.00515979271584784,478,1.3793297325218072
4,14,-0.021247364611805233,0.003023339515010354,478,1.3793297325218072
4,15,0.01067168480681575,0.006029684199778641,478,1.3793297325218072
4,16,-0.1255164995602484,0.016838207705383006,478,1.3793297325218072
4,17,0.023544845845410015,0.008697719518194954,478,1.3793297325218072
4,18,-0.00940258607704769,0.0029011013602491774,478,1.3793297325218072
4,19,0.006508857759970501,0.022793417877429136,478,1.3793297325218072
4,20,0.013137870440922022,0.006502164879025985,478,1.3793297325218072
4,21,-0.005335585342790292,0.002041511104669288,478,1.3793297325218072
4,22,0.04906948702604701,0.008147448896073052,478,1.3793297325218072
4,23,0.9257229226388068,0.10288667643422744,478,1.3793297325218072
5,0,0.04224456332343393,0.005651734036948854,478,0.16296402195071077
5,1,-0.00036310252565968486,0.0026697354013605168,478,0.16296402195071077
5,2,0.022704374388047344,0.00617788897964256,478,0.16296402195071077
5,3,0.06778017007921155,0.010125532076661397,478,0.16296402195071077
5,4,0.03044079834883682,0.0031620407335560883,478,0.16296402195071077
5,5,0.046466991009198474,0.005156633236474176,478,0.16296402195071077
5,6,0.008602972738600676,0.00042780345013784544,478,0.16296402195071077
5,7,0.004055698219078854,0.0006408730375371132,478,0.16296402195071077
5,8,-0.012145909297603443,0.0009623268549577443,478,0.16296402195071077
5,9,-0.006366435126654773,0.003911540453714394,478,0.16296402195071077
5,10,0.005447909960749259,0.00487021521829864,478,0.16296402195071077
5,11,0.00528755640634433,0.004964304927007584,478,0.16296402195071077
5,12,0.03313362426182964,0.015387108705625568,478,0.16296402195071077
5,13,0.034748471649870216,0.00921551280454705,478,0.16296402195071077
5,14,0.036358521643355804,0.0152473407475296,478,0.16296402195071077
5,15,0.07893713883993267,0.011408504131396165,478,0.16296402195071077
5,16,0.0015175136343953998,0.002706323134259068,478,0.16296402195071077
5,17,0.013542712467360198,0.002267751968389529,478,0.16296402195071077
5,18,-0.321229537364454,0.037358007498659904,478,0.16296402195071077
5,19,-0.004362429012875676,0.00430594693682725,478,0.16296402195071077
5,20,0.1427225956194508,0.04062380227003266,478,0.16296402195071077
5,21,0.03255151711778411,0.008823412641020144,478,0.16296402195071077
5,22,0.008244555420144831,0.0017670573251156823,478,0.16296402195071077
5,23,0.005417694388323748,0.01142095143855989,478,0.16296402195071077
6,0,-0.0013064267269674705,0.006420236809699503,478,-0.21025781407484698
6,1,-0.0010014409472129334,0.0018672116397220105,478,-0.21025781407484698
6,2,0.0428604409994877,0.005309343731663849,478,-0.21025781407484698
6,3,-0.003080211330407833,0.01777807415132136,478,-0.21025781407484698
6,4,0.15869896216746654,0.02777990091000724,478,-0.21025781407484698
6,5,0.05293685104697943,0.009610708814061808,478,-0.21025781407484698
6,6,0.005932085247219357,0.0008905667242910897,478,-0.21025781407484698
6,7,-0.0056192628088481255,0.0007855346331403896,478,-0.21025781407484698
6,8,-0.0012761533073301595,0.00045063695712804764,478,-0.21025781407484698
6,9,-0.025966036753050953,0.0027768418428153786,478,-0.21025781407484698
6,10,0.08589037298127447,0.009575470131681283,478,-0.21025781407484698
6,11,-0.0590535210032468,0.00933689735774492,478,-0.21025781407484698
6,12,-0.000436546701828805,0.0009396072635086193,478,-0.21025781407484698
6,13,0.0038789042415853323,0.0037258041242921353,478,-0.21025781407484698
6,14,-0.004564687379764463,0.002441888558290249,478,-0.21025781407484698
6,15,0.051675319414445545,0.02642697132166103,478,-0.21025781407484698
6,16,0.016405609471403904,0.011186692482194525,478,-0.21025781407484698
6,17,-0.006974148244507393,0.017902600404998383,478,-0.21025781407484698
6,18,-0.013565233616337616,0.003325926687741196,478,-0.21025781407484698
6,19,0.0013703350445341367,0.0018764880805935585,478,-0.21025781407484698
6,20,0.009312057111677265,0.0007662972705966235,478,-0.21025781407484698
6,21,0.012132132316795352,0.000739508033145309,478,-0.21025781407484698
6,22,-0.02921614295580896,0.010949360405460386,478,-0.21025781407484698
6,23,0.014338734766242395,0.0011063979485372868,478,-0.21025781407484698
7,0,-0.04119872242586383,0.005378034613170256,478,0.46997674810213025
7,1,0.01233521172441698,0.003066817153962422,478,0.46997674810213025
7,2,0.008629252814598164,0.003206722785995136,478,0.46997674810213025
7,3,0.006669008956294679,0.004707783635771055,478,0.46997674810213025
7,4,0.10037399623465089,0.010942137952606746,478,0.46997674810213025
7,5,-0.05520510820040643,0.007917699003830094,478,0.46997674810213025
7,6,0.0013800746289756008,0.013848748791560641,478,0.46997674810213025
7,7,0.35874587089353277,0.034664249489348584,478,0.46997674810213025
7,8,0.09732101277046872,0.018668124970479552,478,0.46997674810213025
7,9,-0.0038515982455788298,0.004375797690498623,478,0.46997674810213025
7,10,-0.01201931558642926,0.01836146743268074,478,0.46997674810213025
7,11,0.036146612502790394,0.019466210062287218,478,0.46997674810213025
7,12,0.17016414552927017,0.029080157666882454,478,0.46997674810213025
7,13,0.006360794522772275,0.005324112027872249,478,0.46997674810213025
7,14,0.019283847174135713,0.011622887510587054,478,0.46997674810213025
7,15,0.01765442145481768,0.009848733368536517,478,0.46997674810213025
7,16,0.019049857294958505,0.008674995113667257,478,0.46997674810213025
7,17,-0.003860779044269019,0.0073305547387722365,478,0.46997674810213025
7,18,-0.14803180095416232,0.02835133879988352,478,0.46997674810213025
7,19,0.040247805884193674,0.006858969747256689,478,0.46997674810213025
7,20,-0.013292062949685372,0.0026093191310504146,478,0.46997674810213025
7,21,0.0492559634928424,0.026356040991602638,478,0.46997674810213025
7,22,-0.15409208697005794,0.03894069731909467,478,0.46997674810213025
7,23,0.012835649391597285,0.007128921194387085,478,0.46997674810213025
8,0,0.01200638605460961,0.0015913825298298808,478,1.9205036492527279
8,1,-0.02556523817852451,0.011580190732757246,478,1.9205036492527279
8,2,0.0075317469102069426,0.0010362330492193397,478,1.9205036492527279
8,3,0.022090026524276413,0.005059197735492815,478,1.9205036492527279
8,4,-0.011273909562801217,0.014855876588113595,478,1.9205036492527279
8,5,0.0031725078447094523,0.007698544182363345,478,1.9205036492527279
8,6,0.0014871625720706445,0.0024334097965262027,478,1.9205036492527279
8,7,0.0012584136619727482,0.0037006732931587796,478,1.9205036492527279
8,8,0.030308194240266807,0.00207790656328109,478,1.9205036492527279
8,9,0.015340491568194274,0.013432591097711808,478,1.9205036492527279
8,10,0.1413385089970034,0.01659918608436276,478,1.9205036492527279
8,11,-0.0507143486493801,0.09340555143908309,478,1.9205036492527279
8,12,0.05172505114367816,0.019997161786694643,478,1.9205036492527279
8,13,0.11844011131190854,0.012342402334769806,478,1.9205036492527279
8,14,0.45389295434852023,0.04476044456154382,478,1.9205036492527279
8,15,0.008598260051535762,0.0022932030283127924,478,1.9205036492527279
8,16,0.03892664455469682,0.0036916727481035496,478,1.9205036492527279
8,17,-0.015003823834981878,0.008664040818262029,478,1.9205036492527279
8,18,0.04098960146245597,0.022687939299753723,478,1.9205036492527279
8,19,0.5813374556756917,0.07854571597054623,478,1.9205036492527279
8,20,-0.2390330887738631,0.026601225165966753,478,1.9205036492527279
8,21,0.05389001204877718,0.014058684887551055,478,1.9205036492527279
8,22,-0.08348320692652937,0.011361778424844622,478,1.9205036492527279
8,23,-0.058077908460066406,0.025551669827745725,478,1.9205036492527279
9,0,0.03040055051508309,0.009895823390369284,478,2.6350572657884412
9,1,-0.01035082789145753,0.027946927554523073,478,2.6350572657884412
9,2,-0.06555258778847411,0.009594602941195933,478,2.6350572657884412
9,3,0.06858776378831105,0.013617056470018443,478,2.6350572657884412
9,4,-0.0029960307117286584,0.0032151146562074805,478,2.6350572657884412
9,5,-0.024640813033451097,0.003480208499146765,478,2.6350572657884412
9,6,-0.01369695982673677,0.003437209840190395,478,2.6350572657884412
9,7,0.02311268411420878,0.0027185350876607938,478,2.6350572657884412
9,8,0.020698423664938955,0.004493665791568932,478,2.6350572657884412
9,9,-0.11515540109019898,0.013876049225264125,478,2.6350572657884412
9,10,0.20139721771663202,0.013664607463201184,478,2.6350572657884412
9,11,0.101997031078179,0.012124655326519483,478,2.6350572657884412
9,12,-0.10775800130357303,0.01575321195015169,478,2.6350572657884412
9,13,-0.07398937935609698,0.00921785498240854,478,2.6350572657884412
9,14,0.04242840222235005,0.009173210304975147,478,2.6350572657884412
9,15,0.06139504310975015,0.02461221271297371,478,2.6350572657884412
9,16,0.030176265469156048,0.019646138850990393,478,2.6350572657884412
9,17,0.060843789926632676,0.013278177546565642,478,2.6350572657884412
9,18,-0.02020661302191443,0.008883185561921308,478,2.6350572657884412
9,19,0.011432713045734741,0.0020991959771102936,478,2.6350572657884412
9,20,0.00620834348590803,0.0025687671137640485,478,2.6350572657884412
9,21,-0.18188969360734628,0.038281207243174124,478,2.6350572657884412
9,22,0.6530518990680264,0.05315153141291269,478,2.6350572657884412
9,23,0.9130502373104814,0.0744819358930997,478,2.6350572657884412
10,0,0.6541990385893498,0.04056853856667698,478,3.5214869337600643
10,1,0.6031798952294194,0.024635836865730232,478,3.5214869337600643
10,2,0.03284202609600881,0.020024537509248822,478,3.5214869337600643
10,3,-0.019045120502615573,0.008891757342935729,478,3.5214869337600643
10,4,-0.029925613223758203,0.006796025868672398,478,3.5214869337600643
10,5,0.05068496779916676,0.010698377326810898,478,3.5214869337600643
10,6,0.025083955860536966,0.012145083400583515,478,3.5214869337600643
10,7,0.0133736557541532,0.008673006111197456,478,3.5214869337600643
10,8,0.003659162561264996,0.008631093082398516,478,3.5214869337600643
10,9,-0.011780173209920588,0.00988071707905876,478,3.5214869337600643
10,10,0.015011977949900607,0.012149577249446604,478,3.5214869337600643
10,11,-0.08698153396031846,0.02807878636660356,478,3.5214869337600643
10,12,0.11110295910216775,0.006925271333988824,478,3.5214869337600643
10,13,0.05948655026727142,0.008793145419801973,478,3.5214869337600643
10,14,-0.013488059263349079,0.004459166144690947,478,3.5214869337600643
10,15,0.005668461073392605,0.0074140935904324955,478,3.5214869337600643
10,16,0.14477786010279317,0.014453505797804479,478,3.5214869337600643
10,17,0.07909752634279897,0.018063399865952245,478,3.5214869337600643
10,18,0.013685924238739652,0.020041611597470615,478,3.5214869337600643
10,19,0.001093017506300156,0.014005172044905876,478,3.5214869337600643
10,20,0.0056576644027582276,0.015929766100330377,478,3.5214869337600643
10,21,-0.05424332568835015,0.006686349549372042,478,3.5214869337600643
10,22,0.017960255116099593,0.002387086799435495,478,3.5214869337600643
10,23,-0.0051090562692745955,0.0017496734325684288,478,3.5214869337600643
11,0,-0.1375380584884388,0.006601958783957915,478,3.7088758920525904
11,1,0.010317578475345628,0.004166310023522922,478,3.7088758920525904
11,2,-0.009503736156798805,0.004886172024459975,478,3.7088758920525904
11,3,0.2711411749468688,0.040509506078143714,478,3.7088758920525904
11,4,-0.005817378914007083,0.014262078929760289,478,3.7088758920525904
11,5,0.13063920292395428,0.06625422346291321,478,3.7088758920525904
11,6,0.07050751442689776,0.020383216441226145,478,3.7088758920525904
11,7,0.176053956961532,0.015049688617953284,478,3.7088758920525904
11,8,0.013197551212550207,0.015189409277647139,478,3.7088758920525904
11,9,0.036769052928461686,0.010830443960858178,478,3.7088758920525904
11,10,-0.0005854547771948651,0.019740596156222,478,3.7088758920525904
11,11,0.006954562215126708,0.023586570385851147,478,3.7088758920525904
11,12,-0.03858802408354053,0.006033520478410295,478,3.7088758920525904
11,13,0.011851412980626318,0.0020293255889127664,478,3.7088758920525904
11,14,0.011751849781020417,0.006072054674751541,478,3.7088758920525904
11,15,0.060297208849855045,0.013579191502272431,478,3.7088758920525904
11,16,0.058604715758287754,0.01696216711289838,478,3.7088758920525904
11,17,0.05242479047017117,0.03310563932636223,478,3.7088758920525904
11,18,0.05507667393863949,0.01495336933715703,478,3.7088758920525904
11,19,0.03960215696231092,0.014150359812276856,478,3.7088758920525904
11,20,0.18220232321128685,0.013343738924194982,478,3.7088758920525904
11,21,0.007744305802189656,0.008582171121357956,478,3.7088758920525904
11,22,0.16412333913428015,0.011214226583027164,478,3.7088758920525904
11,23,-0.0029218321564806055,0.014915260880449569,478,3.7088758920525904
12,0,0.02217377678619768,0.031387043247511806,478,4.967022044888101
12,1,-0.013941038602565622,0.006671985078699557,478,4.967022044888101
12,2,-0.017706081956999072,0.015360684634695044,478,4.967022044888101
12,3,0.055776199037559863,0.004453916290673265,478,4.967022044888101
12,4,0.059411470860118144,0.0076906255587342945,478,4.967022044888101
12,5,0.017765114995724984,0.012870488390701316,478,4.967022044888101
12,6,0.037924309654714675,0.006969336489297039,478,4.967022044888101
12,7,0.053490927029853086,0.01490397477945903,478,4.967022044888101
12,8,-0.01419686373307615,0.011130489723717996,478,4.967022044888101
12,9,0.07397485477655004,0.05145603704398528,478,4.967022044888101
12,10,-0.0857296598506273,0.012759884693397356,478,4.967022044888101
12,11,0.03448931143373625,0.009760542705844522,478,4.967022044888101
12,12,0.021552527798768366,0.016942246343659186,478,4.967022044888101
12,13,-0.006366557157189277,0.010083933298767857,478,4.967022044888101
12,14,0.03065698416163233,0.015177313068430297,478,4.967022044888101
12,15,-0.009839015026970389,0.0241569236737811,478,4.967022044888101
12,16,0.44570926193412874,0.06795926070511393,478,4.967022044888101
12,17,0.8279037585318338,0.04846413313814938,478,4.967022044888101
12,18,0.059689092835621856,0.009459476734433057,478,4.967022044888101
12,19,-0.045419520414025215,0.0049039307914994,478,4.967022044888101
12,20,-0.03515809350432711,0.008588961329141323,478,4.967022044888101
12,21,-0.0546619862193343,0.022787140255565837,478,4.967022044888101
12,22,0.42943487157382726,0.05838613440445568,478,4.967022044888101
12,23,0.568863609345887,0.020427111031839803,478,4.967022044888101
13,0,-0.005566353578447797,0.009527890863405658,478,6.706520352902273
13,1,-0.07639365016665918,0.04651609543612359,478,6.706520352902273
13,2,0.01963696918726965,0.0052339873677061085,478,6.706520352902273
13,3,0.011490265195838577,0.004359045108136099,478,6.706520352902273
13,4,0.022145142615090853,0.009898361440063863,478,6.706520352902273
13,5,-0.008302628744596217,0.007546122280862715,478,6.706520352902273
13,6,-0.0397985590052904,0.0037591978459662625,478,6.706520352902273
13,7,0.04601505211706441,0.00585616048837859,478,6.706520352902273
13,8,-0.07671649386194461,0.013125469373388711,478,6.706520352902273
13,9,0.014856100082397461,0.016572564047533395,478,6.706520352902273
13,10,-0.03657333122636484,0.01167356992470853,478,6.706520352902273
13,11,0.5008134542648762,0.03047687892876619,478,6.706520352902273
13,12,0.0503698462721693,0.007176017254238091,478,6.706520352902273
13,13,0.0045454871205605225,0.0010433289470749754,478,6.706520352902273
13,14,-0.005243022072764121,0.0037140123830723105,478,6.706520352902273
13,15,0.0034454088330767643,0.0103126895617475,478,6.706520352902273
13,16,-0.014681231526650145,0.0046446979536598,478,6.706520352902273
13,17,-0.013104733064084871,0.0111945550741491,478,6.706520352902273
13,18,0.042410030524600996,0.03424784120226381,478,6.706520352902273
13,19,2.378514536255074,0.0936460728243917,478,6.706520352902273
13,20,-0.11371088626494467,0.036865072353121746,478,6.706520352902273
13,21,0.06590966599755706,0.01000550889502153,478,6.706520352902273
13,22,0.021981853820290026,0.005727252672186011,478,6.706520352902273
13,23,0.004547713690721839,0.014274142108966745,478,6.706520352902273
14,0,-0.007910023174525304,0.0009538366604759886,478,7.774301169806445
